id,texto,aspect,polarity,start_position,end_position,aspecto_llm,polaridade_llm
262,"Apesar de boa localização, um dos piores hotéis que já fiquei. Perde todo o padrão Ibis. Os elevadores já são pequenos, quartos também. Precisei pedir para trocar de quarto porque o primeiro era apenas cheiro de cigarro e o quarto que me colocaram em seguida, era minúsculo. A limpeza é falha. Quartos mal limpos, funcionários cheirando muito mal e também mal-educados. Dentre as grosserias, um recepcionista reclamando do horário do check-out. Impossível de recomendar o hotel para um amigo.",elevador,-1,92,100,localização,1
263,"Apesar de boa localização, um dos piores hotéis que já fiquei. Perde todo o padrão Ibis. Os elevadores já são pequenos, quartos também. Precisei pedir para trocar de quarto porque o primeiro era apenas cheiro de cigarro e o quarto que me colocaram em seguida, era minúsculo. A limpeza é falha. Quartos mal limpos, funcionários cheirando muito mal e também mal-educados. Dentre as grosserias, um recepcionista reclamando do horário do check-out. Impossível de recomendar o hotel para um amigo.",localização,1,14,25,localização,1
264,"Apesar de boa localização, um dos piores hotéis que já fiquei. Perde todo o padrão Ibis. Os elevadores já são pequenos, quartos também. Precisei pedir para trocar de quarto porque o primeiro era apenas cheiro de cigarro e o quarto que me colocaram em seguida, era minúsculo. A limpeza é falha. Quartos mal limpos, funcionários cheirando muito mal e também mal-educados. Dentre as grosserias, um recepcionista reclamando do horário do check-out. Impossível de recomendar o hotel para um amigo.",quarto,-1,120,126,localização,1
265,"Apesar de boa localização, um dos piores hotéis que já fiquei. Perde todo o padrão Ibis. Os elevadores já são pequenos, quartos também. Precisei pedir para trocar de quarto porque o primeiro era apenas cheiro de cigarro e o quarto que me colocaram em seguida, era minúsculo. A limpeza é falha. Quartos mal limpos, funcionários cheirando muito mal e também mal-educados. Dentre as grosserias, um recepcionista reclamando do horário do check-out. Impossível de recomendar o hotel para um amigo.",limpeza,-1,277,284,localização,1
291,"Apesar dos quartos serem bem pequenos, achei limpos e possibiltam sono agradável. É muito distante dos pontos turísticos de Paris, apesar de estação de metro próximo, perde-se muito tempo com deslocamento. o grande ponto negativo é que entram a toda hora pessoas não hóspedes, que moram pelas redondezas- bairro pobre para os padrões de lá e ficam circulando no hotel, pedindo para subir no elevador com você dizendo que esqueceram os cartões do quarto, quando você está vendo que é mentira. Vi até um testando a fechadura de um quarto para ver se não estava aberto... Dá certa insegurança... A recepção fica num ângula que nem vê quem entra e sai..",hotel,0,362,367,quartos pequenos,-1
292,"Apesar dos quartos serem bem pequenos, achei limpos e possibiltam sono agradável. É muito distante dos pontos turísticos de Paris, apesar de estação de metro próximo, perde-se muito tempo com deslocamento. o grande ponto negativo é que entram a toda hora pessoas não hóspedes, que moram pelas redondezas- bairro pobre para os padrões de lá e ficam circulando no hotel, pedindo para subir no elevador com você dizendo que esqueceram os cartões do quarto, quando você está vendo que é mentira. Vi até um testando a fechadura de um quarto para ver se não estava aberto... Dá certa insegurança... A recepção fica num ângula que nem vê quem entra e sai..",elevador,0,391,399,quartos pequenos,-1
293,"Apesar dos quartos serem bem pequenos, achei limpos e possibiltam sono agradável. É muito distante dos pontos turísticos de Paris, apesar de estação de metro próximo, perde-se muito tempo com deslocamento. o grande ponto negativo é que entram a toda hora pessoas não hóspedes, que moram pelas redondezas- bairro pobre para os padrões de lá e ficam circulando no hotel, pedindo para subir no elevador com você dizendo que esqueceram os cartões do quarto, quando você está vendo que é mentira. Vi até um testando a fechadura de um quarto para ver se não estava aberto... Dá certa insegurança... A recepção fica num ângula que nem vê quem entra e sai..",recepção,-1,595,603,quartos,-1
321,"Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...",atendimento,1,0,11,atendimento,1
322,"Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...",custo-benefício,1,252,267,atendimento,1
323,"Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...",hotel,1,338,343,Atendimento,1
324,"Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...",elevador,1,117,125,atendimento,1
325,"Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...",rua,1,388,391,Atendimento,1
326,"Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...",quarto,1,25,31,atendimento,1
327,"Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...",café da manhã,1,63,76,atendimento,1
350,"Banheiro sem box com chuveiro que vazava água pelas juntas. O chão do quarto estava bastante sujo e engordurado.  Não trocaram as toalhas e tinha um barata no banheiro. O colchão era muito ruim e deformado e havia muito barulho nos corredores. Apesar do hotel ficar bem perto de uma estação de metrô, o local da cidade não é bom.",chuveiro,-1,21,29,banheiro sem box,-1
351,"Banheiro sem box com chuveiro que vazava água pelas juntas. O chão do quarto estava bastante sujo e engordurado.  Não trocaram as toalhas e tinha um barata no banheiro. O colchão era muito ruim e deformado e havia muito barulho nos corredores. Apesar do hotel ficar bem perto de uma estação de metrô, o local da cidade não é bom.",colchão,-1,171,178,banheiro sem box,-1
362,"Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.",atendimento,1,254,265,localização,1
363,"Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.",internet,1,402,410,localização,1
364,"Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.",localização,1,4,15,localização,1
365,"Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.",quarto,1,292,298,localização,1
366,"Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.",café da manhã,1,238,251,localização,1
367,"Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.",casal,1,382,387,localização,1
